epoch,loss
1,1.921878268735872
2,1.440386558093613
3,1.0743135116083158
4,0.8635924553699631
5,0.7188497189995197
6,0.6278897267451389
7,0.5556520619838358
8,0.5593526216719648
9,0.5165704064660793
10,0.5160530702244464
11,0.5103874956961159
12,0.48959455481536096
13,0.49285269336734744
14,0.5045402107478903
15,0.4589949940605987
16,0.4509573892723742
17,0.46940918826370787
18,0.4594025476373357
19,0.4469981772865323
20,0.44227705044712096
21,0.44112317763644154
22,0.43124585177400987
23,0.4306037507468848
24,0.41995831076189766
25,0.41777710880306984
26,0.41905427416451546
27,0.40568960154656886
28,0.3992386972732681
29,0.39652297243797524
30,0.3923269313445194
31,0.3836601372674215
32,0.38315501513241007
33,0.38017051991798895
34,0.3768404127882539
35,0.3665004192496375
36,0.36643888465792157
37,0.36322095625692136
38,0.3548181554825186
39,0.35873820087034924
40,0.353322347376844
41,0.3533118817446043
42,0.3501474639065832
43,0.34875710838132623
44,0.3468049900994884
45,0.3448774812890471
46,0.3453601019845592
47,0.33911528608781827
48,0.33828994142923424
49,0.33892595180504614
50,0.33696967775015524
