epoch,loss
1,1.8981954173218432
2,1.4712775305878345
3,1.0716801377509138
4,0.847761908623812
5,0.7531372451953751
6,0.6453521028697062
7,0.6161484232909388
8,0.5684412168941909
9,0.5324364987208688
10,0.5577118738092107
11,0.5363622404688554
12,0.5194948355928599
13,0.5227209427373872
14,0.4674814245683684
15,0.47926282531065906
16,0.46217822814159254
17,0.4706965486780345
18,0.4542355704221794
19,0.46372818256453646
20,0.4453853375191311
21,0.46141978570883224
22,0.4470007130567976
23,0.43035996221809936
24,0.43382996886754205
25,0.42111114040553144
26,0.4083129703998566
27,0.4058533609342232
28,0.40120276019727585
29,0.39199727113298377
30,0.3852930967756312
31,0.3870162625964597
32,0.3821322427379142
33,0.37435910294381836
34,0.3699959153751675
35,0.3684191088024661
36,0.37110841471514255
37,0.3661398957530372
38,0.3628259195698251
39,0.35795029972097
40,0.3533355698739882
41,0.3536331943470797
42,0.34894600896526584
43,0.35232739731562224
44,0.3469291513343509
45,0.3427059049657781
46,0.3451908956328742
47,0.34143053147432617
48,0.33946904741602835
49,0.34034281981934744
50,0.3383576893334766
