epoch,loss
1,1.9107525868381527
2,1.437588006472416
3,1.0664837489025198
4,0.8487288505910969
5,0.6945597363032883
6,0.6333644330072746
7,0.6019707889008007
8,0.5827399670648918
9,0.5578500719379178
10,0.5434673073480455
11,0.530806574032461
12,0.5201834435943219
13,0.5230744168483954
14,0.5088954446555899
15,0.5035745141317518
16,0.4992924184250317
17,0.4739541473148538
18,0.476984883083714
19,0.45511399923468665
20,0.44856247807578215
21,0.4527213032297093
22,0.4305026519212791
23,0.42785813169513676
24,0.4329524999042209
25,0.4244208196941897
26,0.42261181898254285
27,0.42063873603189594
28,0.41626587475804117
29,0.4102958075434184
30,0.4032703731557448
31,0.4048636038097546
32,0.40138452460439944
33,0.3938892038606054
34,0.3896612269415272
35,0.38338319869350185
36,0.3881249854032942
37,0.38309448183440475
38,0.3787667715720993
39,0.37617580157389746
40,0.3716819649120029
41,0.372397387585194
42,0.3729374848038173
43,0.36504788810400657
44,0.36909332777098786
45,0.3677115879470496
46,0.36919047506593117
47,0.3674393989199357
48,0.36614324416188027
49,0.3650711921050394
50,0.3632476030493812
