epoch,loss
1,1.8829136399056414
2,1.4933074877416488
3,1.13696278625255
4,0.8971457835581663
5,0.7413839944832616
6,0.644289239962324
7,0.5966678157984782
8,0.5752236465755984
9,0.5557177431720624
10,0.547720587682381
11,0.5407895733126633
12,0.5340764130190979
13,0.5248455596484727
14,0.5104627972884144
15,0.5104568872091582
16,0.49932331841626615
17,0.48459199336792924
18,0.4715921917407633
19,0.4691716978018232
20,0.45917648415771317
21,0.4593999987025913
22,0.4444536221113136
23,0.43906733732429337
24,0.44419007678683714
25,0.43229052600243106
26,0.43147340039555115
27,0.4228536052240742
28,0.41294391738425057
29,0.41321741839964615
30,0.4144436120558128
31,0.4003692572494205
32,0.4002232125337175
33,0.39735818110781607
34,0.3959767360481427
35,0.38928027161591344
36,0.38891429562362834
37,0.39216997559122047
38,0.3964908913742724
39,0.3886291929286161
40,0.3817920045886966
41,0.3802319286967353
42,0.3751677886616412
43,0.3691624845961015
44,0.36794213854151664
45,0.36596465299455383
46,0.36756253546948053
47,0.36909358325622066
48,0.36534077203531057
49,0.3584747811015561
50,0.35304122275585753
