epoch,loss
1,1.9185061274672583
2,1.4562158383911463
3,1.0810564029988625
4,0.8373606451981359
5,0.6953086322160076
6,0.6055399555954144
7,0.5585434413642334
8,0.5154490693867635
9,0.5093560733383508
10,0.49092027502094243
11,0.48977232545399835
12,0.47820142014421146
13,0.49045728946761263
14,0.4608975015098242
15,0.45025238579125715
16,0.4527973921178914
17,0.4424471871029559
18,0.4511318278398445
19,0.4282105869955296
20,0.42527479465059237
21,0.4273882323031803
22,0.42538694096126145
23,0.44460532575202505
24,0.42147308750975904
25,0.41494064644086276
26,0.40253905177974014
27,0.403650184200822
28,0.4029620618485718
29,0.39533081616429117
30,0.3884780247434438
31,0.3856096426360041
32,0.394186714227251
33,0.3876545277859667
34,0.3834624522452732
35,0.3833047652416092
36,0.386336818358881
37,0.3797146102507337
38,0.3830080121541195
39,0.37187379349907523
40,0.37609122476989415
41,0.37015294947212546
42,0.3742561649075515
43,0.36893821508764363
44,0.37436056293600756
45,0.37275664463317654
46,0.3653430248335969
47,0.3687365442728825
48,0.36150205667070345
49,0.3640096738612909
50,0.36942002816165953
