epoch,loss
1,2.0077129139317025
2,1.508468237712229
3,1.0933248315783712
4,0.8372937349964389
5,0.7128387399714627
6,0.5957678465534457
7,0.5731432862419019
8,0.514266604914082
9,0.5084849834870949
10,0.4945253475106877
11,0.4917630934457985
12,0.45864557988352056
13,0.46405140993406446
14,0.4697646310861162
15,0.4492427841793719
16,0.45512677242429994
17,0.44478899686456586
18,0.4287333218742618
19,0.43336705989974866
20,0.4181935902122113
21,0.39992611172387926
22,0.42886056158182434
23,0.40577842061468167
24,0.40659344680875326
25,0.4049380284419163
26,0.41090834445232965
27,0.4083916062073742
28,0.4037661735531238
29,0.3954737068080216
30,0.39370345880659363
31,0.38275351717317707
32,0.38628985388673465
33,0.37296367922275186
34,0.37420810366706025
35,0.376228853481279
36,0.3691999034058276
37,0.36248680987804055
38,0.36288045850589123
39,0.35743496701014127
40,0.3544397839968153
41,0.35536849863237613
42,0.35042132555152017
43,0.3496997484200292
44,0.3457691842489105
45,0.34137971418367014
46,0.3416330380834264
47,0.34729834717812297
48,0.33589135961566896
49,0.3281591331572841
50,0.3288417785287761
